SSN,Psa asand,Psa asilt,Psa aclay,Psa c1clay,Psa c1silt,Psa c1sand,Psa c2clay,Psa c2silt,Psa c2sand,Psa c3clay,Psa c3silt,Psa c3sand,Psa c4clay,Psa c4silt,Psa c4sand,Psa w1clay,Psa w1silt,Psa w1sand,Psa w2clay,Psa w2silt,Psa w2sand,Psa w3clay,Psa w3silt,Psa w3sand,Psa w4clay,Psa w4silt,Psa w4sand,A brooks,B brooks,Alpha brooks,Wcvfri,Sucjkgi,Wcvfrsat,Wcvfrfc10,Wcvfrfc33,Wcvfrwp1500,Wcvfrairdry,Awc1,Awc2,Ksat,Volfr,Lshrinkpct,Plwcgpct,Llwcgpct,Piwcgpct,Total nitrogen,Total carbon,Acidified nitrogen,Acidified carbon
icr023713,94,3.495,2.51,1.9,6.4,91.7,7.41,13.54,79.05,10.46,15.6,73.94,13.36,17.7,68.94,2.15,8.28,89.57,5.3,12.82,81.88,7.06,14.84,78.1,8.16,15.76,76.08,1.016504,8.728103,-0.114572,0.201191,1.652968,0.212716,0.163698,0.14277,0.092198,0.019356,0.0715,0.050571,0.486971,0.842285,,,,,0.283716261,4.702197075,0.282953754,4.595781803
icr023731,84.005,6.77,9.225,11.41,23.55,65.05,18.93,17.4,63.67,19.69,15.15,65.16,18.91,14.17,66.92,10.78,25.13,64.09,16.69,21.32,61.99,21.19,18.88,59.93,15.29,11.93,72.78,1.871635,4.61139,-0.216854,0.213612,3.008731,0.236774,0.164631,0.127078,0.055541,0.004575,0.10909,0.071536,1.577577,1.189921,0,,,,0.046643881,0.643968642,0.04787853,0.635372758
icr023732,86.07,5.38,8.55,12.84,28.09,59.07,26.1,17.61,56.29,18.91,12.04,69.06,17.84,11.23,70.93,11.77,29.76,58.46,18.39,20.85,60.76,22.54,17.22,60.24,17.49,12.2,70.31,2.451732,3.907845,-0.255896,0.179319,3.924734,0.202262,0.141151,0.103992,0.039159,0.004049,0.101992,0.064833,1.011568,1.188759,0,,,,0.030603115,0.362648129,0.030294504,0.332527369
icr024868,69.655,11.705,18.64,13.03,24.8,62.16,21.15,18.85,60,14.5,12.32,73.18,14.22,11.78,74,10.94,21.45,67.61,18.44,23.5,58.06,21.76,22.27,55.96,23.9,21.55,54.56,2.099594,3.971904,-0.251768,0.232249,3.36251,0.261485,0.176515,0.130688,0.049993,0.006546,0.126522,0.080695,2.587841,1.1505,0,,,,0.035629999,0.767510474,0.027729184,0.745039642
icr024869,65.66,12.11,22.225,17.6,26.83,55.57,26.32,19.95,53.73,25.81,18.91,55.28,27.23,18.11,54.66,12.8,25.92,61.27,20.5,24.62,54.88,27.2,22.49,50.3,27.37,19.57,53.06,1.842945,3.893971,-0.256807,0.213744,2.949902,0.24119,0.15622,0.114969,0.043142,0.007533,0.113078,0.071827,2.280975,1.209,0,,,,0.012791114,0.409789309,0.005747086,0.379207537
icr024879,88.41,6.52,5.075,11.73,34.08,54.19,30.68,24.8,44.53,26.32,17.65,56.03,26.19,17.17,56.64,5.79,28.41,65.8,17.69,32.74,49.58,24.95,29.15,45.9,28.72,25.92,45.36,0.952449,3.886606,-0.257294,0.269359,1.524454,0.304012,0.166017,0.122107,0.045736,0.007569,0.120281,0.076371,7.492858,1.04,0.714286,15.395107,15.294965,-0.100142,0.036460426,0.63601169,0.02757324,0.59916541
icr024880,92.495,3.81,3.695,23.99,31.98,44.03,45.68,15.28,39.04,36.72,11.08,52.2,44.25,13.15,42.59,5.84,25.03,69.13,18.83,31.95,49.22,30.29,29.52,40.19,25.35,15.9,58.76,0.476735,5.424256,-0.184357,0.25063,0.769115,0.273732,0.156191,0.125333,0.062012,0.01131,0.094179,0.06332,4.437116,0.9925,1.428571,15.116946,17.518029,2.401083,0.022373024,0.536592185,0.014854028,0.556209385
icr024899,93.32,3.805,2.875,7.52,29.17,63.31,19.79,25.43,54.78,20.66,21.81,57.53,20.48,21.39,58.14,4.83,21.27,73.9,14.79,23.96,61.25,18.89,20.85,60.26,18.72,15.29,65.99,0.960755,3.467238,-0.288414,0.280385,1.532717,0.320819,0.163242,0.115687,0.038478,0.007111,0.124763,0.077209,10.549653,1.0875,0,,,,0.052298442,0.80939889,0.032955924,0.73426649
icr024900,86.365,7.685,5.95,10.22,29.61,60.17,21.68,20.68,57.64,21.37,18.94,59.69,19.54,14.25,66.21,5.78,28.7,65.52,17.16,26.82,56.02,23.28,22.31,54.41,23.49,17.23,59.28,1.848704,3.784913,-0.264207,0.235975,2.956797,0.267149,0.171023,0.124755,0.045511,0.006097,0.125512,0.079244,3.329442,1.164,0,,,,0.02086671,0.460068613,0.014932453,0.412950173
icr024917,94.125,3.425,2.45,7.22,24.91,67.87,14.77,20.68,64.56,15.48,18.68,65.84,9.49,11.96,78.55,4.76,17.66,77.59,10.43,17.25,72.32,11.73,14.98,73.28,11.64,13.28,75.08,0.346797,3.415382,-0.292793,0.20116,0.553001,0.23061,0.086183,0.060758,0.019874,0.004833,0.066309,0.040884,5.627747,1.206,0,,,,0.023302254,0.455203906,0.015614577,0.43717958
icr024918,88.545,5.895,5.56,12.43,24.79,62.78,12.79,18.06,69.15,11.73,16.94,71.33,7.27,10.81,81.92,5.74,21.58,72.67,9.75,17.3,72.95,11.29,15.11,73.6,11.93,14.24,73.83,2.538459,2.715215,-0.368295,0.165247,4.016823,0.195677,0.118099,0.076081,0.018655,0.00505,0.099443,0.057426,1.510163,1.31,0,,,,0.007799921,0.135854073,0.00429673,0.124108367
icr024937,92.55,4.685,2.77,7.25,25.35,67.4,15.72,20.19,64.09,16.99,17.45,65.56,17.32,17.18,65.5,5.05,22.57,72.37,16.14,24.86,59,15.94,18.47,65.59,14.94,15.16,69.9,3.073276,3.081812,-0.324484,0.201532,4.884652,0.234229,0.159726,0.108424,0.031425,0.005233,0.128302,0.077,1.961187,1.2045,0,,,,0.031477258,0.686609149,0.025560851,0.652806967
icr024938,88,5.765,6.23,10.53,21.19,68.28,17,23.41,59.59,15.67,17.61,66.71,11.75,14.66,73.58,8,23.27,68.73,14.43,20.18,65.38,11.37,13.16,75.47,12.27,13.47,74.26,2.041903,2.611283,-0.382954,0.164246,3.226384,0.195696,0.106502,0.06742,0.015632,0.004734,0.09087,0.051788,1.855448,1.2795,0,,,,0.009283903,0.312035725,0.009378611,0.286673069
icr024956,92.69,3.755,3.555,12.56,34.35,53.09,27.89,22.76,49.35,27.75,20.84,51.4,27.77,21,51.22,6,26.1,67.89,19.35,24.61,56.04,25.38,19.08,55.54,27.57,17.75,54.67,0.225405,4.823733,-0.207308,0.238476,0.362727,0.263195,0.119904,0.093614,0.042434,0.007386,0.07747,0.05118,6.515256,1.0805,0,,,,0.025405541,0.546098679,0.021998808,0.540117025
icr024957,83.76,8.42,7.815,24.36,34.86,40.78,38.81,15.48,45.71,40.85,13.88,45.27,28.67,8.81,62.52,7.08,37.91,55.01,14.26,36.94,48.8,17.27,28.22,54.51,21.15,25.75,53.1,2.041308,4.240216,-0.235837,0.223399,3.274749,0.249742,0.171689,0.129556,0.052667,0.009253,0.119022,0.076889,2.032882,1.225,0,,,,0.009836202,0.33033067,0.004727744,0.259110369
icr024976,90.19,5.565,4.245,7.82,26.85,65.33,20.43,20.36,59.2,15.21,14.06,70.73,14.62,13.76,71.62,5.64,25.46,68.9,15.41,23.32,61.27,13.24,13.68,73.08,13.37,12.04,74.59,1.056457,3.296094,-0.303389,0.212843,1.682773,0.24513,0.123949,0.086284,0.027104,0.004979,0.096845,0.05918,4.426566,1.267,0,,,,0.029006049,0.60642451,0.021830578,0.636594594
icr024977,89.685,5.305,5.01,11.6,29.28,59.11,23.01,16.41,60.58,14.68,11.33,73.98,13.84,10.82,75.34,5,22.97,72.02,12.48,17.36,70.16,13.3,11.22,75.47,14.06,9.8,76.14,1.233866,3.302123,-0.302835,0.15489,1.96547,0.178343,0.094637,0.065923,0.020752,0.00407,0.073885,0.045171,1.414666,1.311,0,,,,0.012681007,0.252464712,0.008563004,0.240249872
icr024994,84.055,7.665,8.28,14.51,32.68,52.81,26.94,22.7,50.36,28.61,20.68,50.71,25.79,18.18,56.03,7.36,29.54,63.1,16.97,30.59,52.44,22.76,27.53,49.7,25.54,24.74,49.72,2.556065,4.0847,-0.244816,0.233993,4.096592,0.262636,0.18807,0.140404,0.055154,0.007118,0.132916,0.08525,2.106917,1.1625,0,,,,0.025078967,0.591400385,0.018924885,0.609009117
icr024995,82.835,8.51,8.65,25.41,36.38,38.21,42.98,17.24,39.78,32.87,11.91,55.21,29.52,8.63,61.84,7.92,35.92,56.15,15.55,36.86,47.59,21.82,34.67,43.51,25.28,32.21,42.51,3.145554,4.53541,-0.220487,0.217123,5.054611,0.241059,0.186798,0.143564,0.061883,0.008202,0.124915,0.081681,1.070494,1.177,1.428571,14.860334,16.299416,1.439082,0.011747103,0.281927869,0.003458266,0.248995654
icr025009,91.335,5.02,3.65,14.54,28.13,57.34,19.31,14.16,66.53,18.67,13.43,67.9,20.39,13.37,66.24,4.99,22.36,72.65,17.05,24.48,58.47,22.6,20.28,57.12,25.1,18.97,55.93,1.112467,3.347444,-0.298735,0.181911,1.772843,0.209083,0.108495,0.075947,0.024285,0.005803,0.08421,0.051662,2.493636,1.2195,0,,,,0.009654638,0.261977181,0.003167386,0.257026747
icr025010,90.835,5.235,3.935,18.91,24.69,56.4,15.03,11.21,73.77,14.09,10.49,75.42,13.17,9.85,76.98,4.32,21.14,74.54,16.32,24.59,59.09,23.53,21.26,55.21,27.31,19.2,53.48,1.498974,3.519535,-0.284128,0.156948,2.392422,0.179244,0.104536,0.074463,0.025175,0.006411,0.07936,0.049288,1.169615,1.2415,0,,,,0.016949764,0.47828716,0.009893686,0.449017867
icr025016,95.44,2.53,2.03,26.1,32.12,41.78,23.67,23.87,52.46,17.95,17.33,64.72,10.49,13.1,76.41,5.36,24.15,70.49,17.26,33.09,49.65,26.25,30.45,43.31,29.87,25.78,44.35,0.262088,4.495036,-0.222468,0.226724,0.421061,0.251943,0.112062,0.085922,0.036758,0.011256,0.075304,0.049165,5.923213,1.058,0,,,,0.042223085,0.543635875,0.029994149,0.530224085
icr025017,95.19,2.815,1.995,34.76,24.67,40.57,24.25,16.33,59.42,24.66,15.56,59.79,23.72,15.63,60.65,4.59,23.84,71.57,14.26,34.52,51.22,21.25,31.86,46.89,26.82,28.04,45.14,0.533984,4.63892,-0.215567,0.182968,0.858522,0.202689,0.107777,0.08332,0.036596,0.012574,0.071181,0.046725,2.076024,1.064,0,,,,0.025120091,0.307298779,0.01703157,0.293355778
icr025036,85.895,8.21,5.9,9.09,30.22,60.69,17.3,22.85,59.85,20.79,23.52,55.69,19.86,21.96,58.17,6.43,28.17,65.4,16.43,26.54,57.04,19.99,23.5,56.51,21.4,21.96,56.63,4.315263,3.309151,-0.302192,0.195607,6.8744,0.225162,0.174662,0.121761,0.038424,0.005679,0.136238,0.083337,1.074826,1.2935,0,,,,0.039954551,0.650458187,0.030871568,0.616708368
icr025037,88.56,5.63,5.81,10.99,26.75,62.27,23.03,22.78,54.19,22.5,20.64,56.86,21.4,16.94,61.67,7.78,27.14,65.08,17.94,24.84,57.22,23.29,23.77,52.94,21.58,19.11,59.31,3.738957,2.866275,-0.348885,0.153766,5.92799,0.180589,0.128124,0.084475,0.022306,0.004404,0.105818,0.062169,0.756883,1.2935,0,,,,0.021903615,0.318015203,0.013416386,0.287113577
icr025055,90.875,5.65,3.48,6.17,29.19,64.64,14.11,25.05,60.84,15.15,22.84,62.01,14.84,22.03,63.13,4.32,23.67,72.01,11.09,26.26,62.65,14.52,24.12,61.36,16.04,22.63,61.33,4.22587,3.775492,-0.264866,0.232159,6.758341,0.262904,0.209274,0.152538,0.055506,0.005564,0.153768,0.097032,1.447245,1.2165,0,,,,0.03975274,0.661104858,0.027339502,0.551310897
icr025056,91.025,5.025,3.945,8.74,28.14,63.12,17.39,22.9,59.71,18.55,20.98,60.46,18.52,20.49,60.98,4.01,23.09,72.91,12.38,24.92,62.7,15.52,21.87,62.61,16.45,16.45,67.1,3.342753,2.822875,-0.354249,0.184894,5.296964,0.217643,0.147625,0.096711,0.02502,0.003738,0.122605,0.071692,1.615002,1.2535,0,,,,0.017345479,0.222564332,0.007636302,0.19336348
icr025074,83.23,8.67,8.1,10.86,33.65,55.49,26.46,26.63,46.91,28.82,23.92,47.25,28.15,22.66,49.19,7.73,28.85,63.42,18,29.15,52.86,23.22,25.53,51.25,26.73,23.38,49.89,3.42852,5.246721,-0.190595,0.252219,5.527399,0.276255,0.22527,0.179423,0.086686,0.008688,0.138584,0.092736,1.122941,1.1635,0,,,,0.044531953,0.781006128,0.034167485,0.7181499
icr025075,81.625,8.96,9.415,18.82,36.58,44.6,36.22,19.95,43.83,32.95,16.17,50.88,31.98,14.44,53.58,7.5,34.47,58.03,15.02,33.06,51.91,22.99,34.39,42.62,24.16,28.4,47.44,3.125131,4.133398,-0.241932,0.228591,5.01018,0.256243,0.193395,0.144877,0.057541,0.010051,0.135854,0.087336,1.56745,1.2265,0.714286,14.528092,13.799311,-0.728782,0.021189016,0.405403778,0.008799561,0.354035705
icr025092,82.305,8.76,8.93,10.4,29.02,60.58,20.68,24.28,55.03,20.88,21.63,57.49,22.22,22.31,55.48,7.17,25.77,67.06,15.45,24.52,60.03,19.12,21.42,59.47,21.27,20.29,58.44,1.59151,4.415361,-0.226482,0.200947,2.555744,0.223702,0.147535,0.11258,0.047429,0.005133,0.100105,0.06515,1.610098,1.204,0,,,,0.032175113,0.614075541,0.020915333,0.573829591
icr025093,81.915,8.045,10.04,19.27,26.04,54.69,26.06,21.77,52.17,24.07,19.2,56.73,23.77,18.84,57.38,8.57,29.15,62.28,20.92,28.53,50.55,24.2,20.86,54.94,26.92,19.25,53.82,3.099844,3.063501,-0.326424,0.195503,4.925903,0.227411,0.155158,0.105079,0.03023,0.005276,0.124927,0.074849,1.779615,1.246,0,,,,0.012669286,0.279534101,0.005803428,0.29264982
icr025111,84.385,8.55,7.06,13.09,32.84,54.07,21.79,25.04,53.17,21.15,22.83,56.02,21.19,23.34,55.46,6.45,27.7,65.84,15.83,31.12,53.05,20.95,28.29,50.76,23.31,25.57,51.13,3.485169,3.68246,-0.271558,0.232389,5.569816,0.263942,0.198242,0.143347,0.050847,0.007289,0.147396,0.092501,1.905773,1.1585,0,,,,0.029446408,0.639358938,0.015349489,0.591066688
icr025112,83.25,9.63,7.12,20.46,27.92,51.62,23.64,20.38,55.97,22.97,20.09,56.94,21.89,19.67,58.44,5.69,36.65,57.65,15.03,37.53,47.44,21.81,31.78,46.42,24.89,25.51,49.59,2.567497,3.467409,-0.2884,0.229222,4.096,0.262275,0.177199,0.12558,0.041771,0.008433,0.135427,0.083809,2.77695,1.2085,0,,,,0.00939915,0.313218474,0.004135351,0.289112762
icr025135,77.03,10.79,12.18,9.95,29.59,60.47,19.89,27.11,53,24.06,28.62,47.32,22.67,25.68,51.65,7.6,27,65.4,18.86,30.75,50.39,21.61,27.02,51.37,24.22,26.85,48.93,3.353158,4.84175,-0.206537,0.241038,5.396419,0.26593,0.212205,0.16583,0.07539,0.008635,0.136815,0.09044,1.203394,1.141,0,,,,0.052383032,1.290501952,0.03967898,1.247155309
icr025136,84.115,7.2,8.685,12.03,33.79,54.18,20.78,29.46,49.76,21.61,28.23,50.16,23.21,30.1,46.69,7.74,25.06,67.2,17.24,24.89,57.87,15.73,16.54,67.73,16.65,15.37,67.98,,,,,,,,,,,,,,,,,,,0.031844445,0.956757396,0.019436083,0.947608978
icr030024,92.465,5.845,1.69,11.48,20.04,68.48,49.77,28.36,21.87,66.85,22.14,11.01,73.53,18.9,7.57,4.19,16.19,79.62,23.24,30.15,46.62,35.08,31.26,33.66,44.21,29.26,26.53,0.301523,14.249517,-0.070178,0.496325,0.492885,0.513741,0.401815,0.36952,0.282692,0.053579,0.119124,0.086829,5.053869,0.762,12.142857,44.114353,53.884873,9.77052,0.415241823,6.490470886,0.417912975,6.886457205
icr030025,92.145,6.04,1.815,18.16,26.4,55.44,56.28,26.81,16.91,70.39,22.26,7.34,76.98,18.85,4.17,2.87,16.76,80.37,23.41,27.81,48.78,37.44,29.17,33.39,49.87,26.14,23.99,0.148501,13.148422,-0.076055,0.484891,0.242577,0.50333,0.36543,0.333709,0.249633,0.059227,0.115797,0.084077,8.229806,0.762,13.571429,47.872314,54.044451,6.172137,0.280813366,4.040075541,0.282833263,4.166499138
icr030043,92.78,5.505,1.715,16.64,29.29,54.08,55.58,29.86,14.56,69.09,23.99,6.91,74.41,20.52,5.06,3.98,21.75,74.27,21.22,32.73,46.05,33.28,34.76,31.96,41.64,33.45,24.91,0.206112,13.318697,-0.075082,0.517349,0.336724,0.536771,0.401059,0.366671,0.27531,0.058672,0.125749,0.091361,8.315892,0.7865,11.428571,40.797858,50.963768,10.16591,0.360293552,6.565240383,0.369219482,6.984866142
icr030044,94.385,4.28,1.34,34.8,22.35,42.85,74.73,19.44,5.83,81.68,16.87,1.44,82.72,15.17,2.11,2.85,16.93,80.22,26.6,26.97,46.43,44.79,26.92,28.29,60.69,21.59,17.73,0.087429,12.579686,-0.079493,0.510408,0.142757,0.530695,0.3641,0.331133,0.244476,0.053478,0.119624,0.086657,13.494424,0.765,13.571429,39.790373,53.138218,13.347845,0.267748579,4.647514582,0.269114196,4.799818993
icr030063,92.195,6.07,1.74,16.09,37.08,46.83,41.68,43.17,15.15,54.12,37.69,8.19,57.36,33.98,8.66,3.28,20.69,76.03,22.33,37.86,39.81,34.41,40.08,25.51,43.61,37.94,18.45,0.212496,13.948801,-0.071691,0.483395,0.347294,0.500722,0.379912,0.348747,0.265264,0.054698,0.114649,0.083484,5.918538,0.646,13.571429,51.990524,62.542688,10.552164,0.4730964,8.072318792,0.472544476,7.943575621
icr030064,94.15,4.395,1.455,25.26,32.11,42.64,61.33,31.28,7.4,71.65,24.65,3.7,74.52,21.76,3.72,12.28,18.48,69.24,44.72,32.13,23.14,58.16,29.39,12.45,66.09,26.13,7.78,0.294737,14.391957,-0.069483,0.506325,0.481831,0.523916,0.410122,0.377472,0.289542,0.058106,0.12058,0.087931,5.303941,0.778,12.857143,41.383058,56.028285,14.645227,0.319016173,5.155982733,0.320650205,5.309295416
icr030083,96.79,2.215,0.99,21.66,20.76,57.58,64.66,23.77,11.57,74.51,20.3,5.2,77.07,19.34,3.59,8.08,15.09,76.83,33.6,30.37,36.04,45.06,30.54,24.4,55.44,26.37,18.19,0.044346,15.43838,-0.064774,0.426654,0.072537,0.440472,0.310096,0.287019,0.224152,0.04413,0.085944,0.062867,6.176713,0.664,10.714286,42.794141,53.431888,10.637746,0.388820052,7.072728395,0.385419786,7.233982086
icr030084,95.785,3.005,1.21,31.14,23.67,45.19,71.03,21.53,7.44,79.65,16.84,3.51,79.86,17.57,2.57,10.73,18.08,71.19,38.86,27.6,33.54,55.37,25.2,19.43,63.17,24.52,12.31,0.06131,14.034017,-0.071255,0.528221,0.100207,0.54704,0.380512,0.34948,0.266263,0.051398,0.11425,0.083217,13.257857,0.881,12.857143,38.421995,52.051603,13.629608,0.25512071,4.789073229,0.259208843,5.046288252
icr030103,85.95,10.925,3.125,9.63,43.22,47.15,30.45,49.45,20.1,35.85,45.93,18.22,31.81,38.43,29.77,6.58,37.11,56.32,22.81,51.06,26.13,31.56,49.07,19.36,36.42,46,17.58,1.48652,9.841658,-0.101609,0.450447,2.420928,0.473332,0.389987,0.345434,0.234391,0.021737,0.155597,0.111043,3.276377,1.051,5,24.756419,29.34735,4.590932,0.162919685,2.325729132,0.162768275,2.317110181
icr030104,84.05,12.745,3.2,10.57,48.11,41.32,25.39,45.73,28.89,27.95,44.33,27.72,31.29,48.98,19.73,7.47,43.14,49.39,21.69,53.91,24.41,29.38,50.96,19.66,32.57,48.25,19.18,2.56155,8.05833,-0.124095,0.268436,4.160826,0.285092,0.240759,0.207605,0.129283,0.012634,0.111476,0.078322,0.653732,0.8345,3.571429,21.519492,24.170001,2.650509,0.074719325,1.028832495,0.077443562,0.979421198
icr030123,94.695,3.715,1.595,13.68,37.27,49.05,37.43,36.81,25.76,46.81,34.69,18.5,43.53,29.24,27.23,10.59,31.42,57.99,30.85,42.85,26.29,42.58,39.12,18.3,48.99,36.02,15,1.415856,8.701208,-0.114927,0.289994,2.302271,0.306658,0.244954,0.213547,0.137719,0.015661,0.107235,0.075828,1.185978,0.906,6.428571,21.835727,28.004742,6.169015,0.126569137,1.698055744,0.124585334,1.684205294
icr030124,95.825,2.865,1.315,20.58,49.11,30.31,42.76,39.73,17.52,41.18,30.63,28.19,44.05,27.45,28.5,9.79,34.45,55.75,32.06,44.71,23.23,46.35,38.72,14.93,53.11,33.24,13.64,1.008299,7.045393,-0.141937,0.238002,1.634472,0.254892,0.184047,0.155358,0.090378,0.012719,0.093669,0.06498,1.371676,0.901,5.714286,23.308705,27.675371,4.366666,0.076201491,1.145346403,0.080297317,1.152597964
icr030143,94.34,4.39,1.27,14.04,29.15,56.8,49.85,31.65,18.5,63.67,25.21,11.12,68.84,21.15,10.01,4.36,19.78,75.86,19.64,30.15,50.21,29.38,32.29,38.33,37.04,32.71,30.25,0.13862,10.836612,-0.09228,0.432501,0.226001,0.452456,0.304863,0.273059,0.191997,0.043143,0.112865,0.081061,9.509288,0.7905,11.428571,32.714342,41.873413,9.159071,0.230490178,3.622333288,0.241437823,3.819456935
icr030144,97.395,1.635,0.97,26.15,31.92,41.93,59.97,26.57,13.46,69.54,20.15,10.31,73.83,16.34,9.83,5.21,12.92,81.87,28.82,26.72,44.46,43.84,28.02,28.14,57.02,23.82,19.15,0.081477,10.224765,-0.097802,0.423688,0.132752,0.444407,0.277636,0.247039,0.170079,0.039755,0.107557,0.07696,12.660955,0.7535,12.857143,35.1749,43.172517,7.997617,0.159157395,2.500672102,0.168219447,2.621890068
icr030163,0,0,0,45.13,37.07,17.8,54.16,36.06,9.78,60.84,30.01,9.16,61.5,29.28,9.21,20.62,25.56,53.82,53.19,30.61,16.2,64.41,26.02,9.57,70.05,22.47,7.48,0.331237,15.111161,-0.066176,0.537264,0.541715,0.555041,0.442989,0.409336,0.317971,0.066102,0.125018,0.091365,5.255587,0.7225,11.428571,33.743119,49.207794,15.464676,0.22099223,4.334142208,0.243593954,4.471595287
icr030164,94.515,3.465,2.025,62.9,23.87,13.23,70.78,24.04,5.18,72.48,21.93,5.58,74.12,21.35,4.53,20.75,21.45,57.8,72.99,19.21,7.8,85.28,11.54,3.18,89.41,8.16,2.43,0.272947,15.641956,-0.063931,0.636578,0.446506,0.656927,0.521836,0.483488,0.378805,0.07879,0.143032,0.104683,9.002332,0.8395,14.285714,37.190174,64.414382,27.224208,0.114288837,1.998482704,0.122805595,2.105663419
icr030183,90.215,7.305,2.485,14.23,42.83,42.95,42.05,43.27,14.67,49.87,39.35,10.78,52.5,37.7,9.8,11.29,38.89,49.82,28.76,49.51,21.73,37.54,47.71,14.74,43.02,44.22,12.76,1.992248,10.085582,-0.099151,0.336609,3.245485,0.353296,0.30107,0.267458,0.183191,0.020337,0.117879,0.084267,0.956893,0.7635,5.714286,29.599318,34.374561,4.775242,0.163289808,2.480116367,0.165437192,2.548572302
icr030184,88.405,6.865,4.73,19.52,44.89,35.59,48.11,40.79,11.09,55.18,35.34,9.48,57.33,33.7,8.96,13.62,36.46,49.91,34.52,47.43,18.05,44.81,43.31,11.88,49.84,40.1,10.06,1.119852,9.841938,-0.101606,0.425587,1.823779,0.447208,0.358013,0.317113,0.215176,0.025229,0.142836,0.101937,3.454133,1.0035,6.428571,26.128765,32.482971,6.354207,0.139337771,2.538925052,0.141812854,2.278334856
icr030200,89.72,7.815,2.465,9.98,26.61,63.41,68.84,20.46,10.7,82.78,13.75,3.48,88.51,9.78,1.71,7.17,25.19,67.64,20.64,32.06,47.3,30.73,35.21,34.06,38.3,35.57,26.14,0.083965,14.117881,-0.070832,0.699479,0.137243,0.724252,0.516237,0.474375,0.362003,0.067532,0.154234,0.112372,27.294569,1.0855,11.428571,39.562513,49.719331,10.156819,0.248900414,4.957332611,0.244340651,5.022307634
icr030201,90.545,7.3,2.155,12.31,28.38,59.31,50,30.47,19.53,68.74,24.54,6.71,74.58,20.17,5.25,6.77,23.08,70.15,19.57,31.3,49.13,27.87,34.44,37.69,34.57,34.85,30.58,0.480006,10.827978,-0.092353,0.603951,0.782581,0.63184,0.477326,0.427493,0.300501,0.06278,0.176825,0.126992,14.22228,0.912,10.714286,42.862685,51.038402,8.175717,0.37865968,7.088877916,0.376711383,7.383992195
icr030218,96.095,2.745,1.16,18.41,30.52,51.07,53.33,31.75,14.92,61.45,27.14,11.41,64.59,24.85,10.55,11.61,23.89,64.49,33.15,33.46,33.39,43.53,33.56,22.91,50.99,31.77,17.23,0.584636,10.048391,-0.099518,0.336877,0.952364,0.35364,0.26659,0.236724,0.161913,0.032033,0.104677,0.074811,2.491249,0.7845,10,30.227322,38.590835,8.363513,0.189911716,2.739890337,0.193436705,2.740183115
icr030219,98.155,1.085,0.76,37.97,37.55,24.48,65.2,25.76,9.04,70.13,21.08,8.79,71.59,19.55,8.86,9.09,19.07,71.84,44.03,31.13,24.84,60.67,26.51,12.82,70.97,20.86,8.16,0.229983,11.347973,-0.088121,0.440999,0.375142,0.46043,0.330213,0.297236,0.212341,0.04049,0.117872,0.084895,7.149736,0.933438,10,30.397065,42.16695,11.769885,0.128445871,1.641940594,0.136296824,1.705600262
icr030238,90.365,7.17,2.47,16.74,27.1,56.16,55.96,30.12,13.93,67.15,25.87,6.98,72.09,22.16,5.75,5.17,22.06,72.77,22.12,33.75,44.12,32.05,36.14,31.8,39.93,35.66,24.41,0.430462,11.279936,-0.088653,0.476413,0.702113,0.49753,0.376456,0.338646,0.241433,0.048218,0.135023,0.097213,6.576184,0.7595,12.857143,39.477594,49.54532,10.067727,0.329080537,5.735410929,0.32612811,5.789830685
icr030239,92.585,5.505,1.915,20.18,34.1,45.72,61.23,28.61,10.15,73.75,21.15,5.1,76.6,18.37,5.04,7.35,22.09,70.56,21.96,31.84,46.2,32.7,35.68,31.62,41.71,35.96,22.33,0.288059,10.590385,-0.094425,0.531452,0.469524,0.556543,0.398139,0.355692,0.24806,0.046345,0.150079,0.107632,13.438614,0.8355,13.571429,35.132115,49.57347,14.441355,0.228429206,3.726453066,0.238894761,3.91845119
icr030258,87.745,8.945,3.305,8.98,34.55,56.47,28.19,39.76,32.05,37.04,35.94,27.02,39.49,34.01,26.5,6.92,31.38,61.7,14.79,37.3,47.92,21.73,41.36,36.9,24.02,37.48,38.5,1.212151,6.91585,-0.144595,0.284693,1.964325,0.305276,0.224998,0.189323,0.109025,0.014084,0.115973,0.080298,2.203414,0.925,2.857143,19.415348,22.731948,3.316601,0.118790474,1.670336664,0.125934463,1.693532646
icr030259,82.84,12.615,4.545,9.56,34.3,56.14,18.55,33.74,47.71,22.24,31.23,46.53,23.35,29.69,46.96,6.75,32.19,61.06,12.65,37.18,50.17,15.25,35.14,49.61,15.69,30.51,53.81,2.806073,6.72114,-0.148784,0.287701,4.545155,0.309103,0.255852,0.214211,0.121401,0.012441,0.134452,0.092811,1.161639,1.1195,2.142857,21.665068,22.163935,0.498867,0.091963965,1.295762181,0.092821002,1.231147707
icr030276,93.23,5.105,1.665,11.2,32.24,56.56,60.64,26.16,13.2,72.88,18.95,8.17,75.01,18.22,6.77,13.21,28.92,57.87,28.87,39.68,31.45,37.9,39.67,22.43,44.29,37.6,18.11,1.2772,9.748828,-0.102576,0.403816,2.079797,0.424527,0.343739,0.304118,0.205595,0.035761,0.138144,0.098522,2.711685,0.969,7.142857,27.774991,36.463694,8.688703,0.177613184,2.402908325,0.183511794,2.453297853
